"","company_category_code","funded_year","raised_amount_usd"
"20344","cleantech",2006,NA
"20345","mobile",2013,1500000
"20346","software",2013,2520000
"20347","social",2012,3e+05
"20348","mobile",2013,1500000
"20349","other",2013,1300000
"20350","biotech",2013,8500000
"20351","web",2008,2e+06
"20352","enterprise",2010,1e+07
"20353","enterprise",2010,4500000
"20354","security",2005,15400000
"20355","software",2011,1.2e+07
"20356","enterprise",2013,1e+07
"20357","enterprise",2013,1e+07
"20358","biotech",2005,7630000
"20359","public_relations",2007,5e+06
"20360","hardware",2005,6e+07
"20361","software",2005,6500000
"20362",NA,2007,1e+07
"20363","web",2002,6e+06
"20364","web",2007,5e+06
"20365","games_video",2007,3e+07
"20366","advertising",2007,6e+06
"20367","ecommerce",2007,1e+06
"20368","advertising",2004,5e+06
"20369","web",2000,2.8e+07
"20370","web",1999,2.5e+07
"20371","ecommerce",2008,2e+06
"20372","games_video",2008,4e+07
"20373","games_video",2005,3e+07
"20374","advertising",2007,12300000
"20375","network_hosting",2007,5e+06
"20376","network_hosting",2008,1.2e+07
"20377","advertising",2001,2e+07
"20378","advertising",2000,2e+07
"20379","network_hosting",2009,2e+07
"20380","advertising",2006,3.1e+07
"20381","software",2007,16500000
"20382","software",2006,7e+06
"20383","news",2008,28700000
"20384","software",2009,1.5e+07
"20385","security",2007,1e+07
"20386","advertising",2009,1e+07
"20387","enterprise",2005,13500000
"20388","enterprise",2007,2e+07
"20389","enterprise",2008,1.2e+07
"20390","biotech",2009,2e+07
"20391","enterprise",2008,2.6e+07
"20392","health",2009,1.5e+07
"20393","nanotech",2008,9e+06
"20394","ecommerce",2009,5e+05
"20395","security",2008,1.5e+07
"20396","enterprise",2007,1.5e+07
"20397","software",2009,6e+06
"20398","biotech",2009,6e+07
"20399","games_video",2009,4e+06
"20400","games_video",2007,6e+06
"20401","web",2009,5200000
"20402","games_video",2009,750000
"20403","semiconductor",2008,16700000
"20404","biotech",2009,4.5e+07
"20405","biotech",2007,4e+07
"20406","web",2009,9e+06
"20407","biotech",2009,17380000
"20408","mobile",2009,1.3e+07
"20409","biotech",2009,11500000
"20410","ecommerce",2008,1.5e+07
"20411","other",2005,1.6e+07
"20412","other",2004,6e+06
"20413","mobile",2009,8500000
"20414","mobile",2008,7500000
"20415","mobile",2004,8e+06
"20416","mobile",2005,6e+06
"20417","mobile",2007,8e+06
"20418","enterprise",2009,1.6e+07
"20419","nanotech",2009,1e+07
"20420","biotech",2008,9750000
"20421","games_video",2010,4e+06
"20422","education",2010,2e+07
"20423","public_relations",2007,66220000
"20424","advertising",2007,3e+07
"20425","network_hosting",2007,1.7e+07
"20426","software",2007,1.5e+07
"20427","software",2007,1.5e+07
"20428","software",2007,1.3e+07
"20429","ecommerce",2010,1.5e+07
"20430","biotech",2007,23600000
"20431","software",2007,6e+06
"20432","network_hosting",2010,22800000
"20433",NA,2006,4800000
"20434","enterprise",2010,1200000
"20435","enterprise",2010,2.1e+07
"20436",NA,2006,3500000
"20437","ecommerce",2009,5e+06
"20438","ecommerce",2010,5200000
"20439","security",2006,9800000
"20440","security",2006,8910000
"20441","biotech",2006,8.5e+07
"20442","biotech",2006,2e+07
"20443","ecommerce",2010,6050000
"20444","medical",2006,6500000
"20445","public_relations",2006,1.3e+07
"20446",NA,2006,10500000
"20447","semiconductor",2006,9e+06
"20448","semiconductor",2006,5e+06
"20449","games_video",2010,5e+06
"20450","biotech",2010,2.5e+07
"20451","security",2005,6e+06
"20452","biotech",2005,17400000
"20453","mobile",2010,7e+06
"20454","biotech",2010,2.8e+07
"20455","medical",2010,1.5e+07
"20456","public_relations",2005,1.5e+07
"20457","software",2010,7500000
"20458","cleantech",2010,4.8e+07
"20459","biotech",2010,3.9e+07
"20460","nanotech",2005,6e+06
"20461","finance",2009,6e+06
"20462","biotech",2010,1.7e+07
"20463","software",2005,11500000
"20464","software",2005,1.1e+07
"20465","software",2005,7e+06
"20466","social",2010,2500000
"20467","manufacturing",2010,2e+07
"20468","mobile",2010,3e+06
"20469","games_video",2011,1.5e+07
"20470","real_estate",2011,6368782
"20471","education",2011,32500000
"20472","mobile",2011,2.5e+07
"20473","games_video",2011,4500000
"20474","advertising",2011,3100000
"20475","web",2011,1600000
"20476","finance",2011,9e+06
"20477","advertising",2011,6500000
"20478","web",2011,3e+06
"20479","nanotech",2011,2.2e+07
"20480","web",2011,6e+06
"20481","analytics",2011,5500000
"20482","mobile",2011,1.5e+07
"20483","ecommerce",2011,3e+07
"20484","medical",2011,2.5e+07
"20485","games_video",2011,3500000
"20486","security",2011,8e+06
"20487","enterprise",2011,1e+07
"20488","web",2011,15000
"20489","pets",2011,9e+06
"20490","advertising",2012,5e+06
"20491","web",2012,20500000
"20492","medical",2011,1500000
"20493","games_video",2012,1.2e+07
"20494","biotech",2012,1.7e+07
"20495","semiconductor",2012,5e+07
"20496","education",2012,2.6e+07
"20497","software",2012,1e+07
"20498","hardware",2012,12750000
"20499","ecommerce",2012,2.5e+07
"20500","games_video",2012,1.2e+07
"20501","manufacturing",2012,3e+07
"20502","security",2012,26500000
"20503","advertising",2012,5e+06
"20504","security",2012,34500000
"20505","advertising",2011,5e+06
"20506","health",2012,6e+06
"20507","enterprise",2012,2.5e+07
"20508","health",2012,15000
"20509","network_hosting",2012,NA
"20510","fashion",2012,14500000
"20511","software",2012,5.5e+07
"20512","other",2012,2e+06
"20513","software",2012,12500000
"20514","enterprise",2012,24500000
"20515","ecommerce",2012,2e+07
"20516","analytics",2013,1.1e+07
"20517","hardware",2013,3e+07
"20518","web",2013,3.8e+07
"20519","software",2013,6e+06
"20520","local",2007,18500000
"20521","software",2013,1e+07
"20522","web",2011,4500000
"20523","medical",2013,27300000
"20524","biotech",2008,2e+07
"20525","medical",2008,7500000
"20526","nanotech",2013,2e+07
"20527","enterprise",2011,3e+06
"20528","mobile",2013,1800000
"20529","advertising",2013,2e+06
"20530","web",2013,3500000
"20531","web",2012,6e+05
"20532","software",2013,1800000
"20533","local",2013,1.5e+07
"20534","web",2013,3e+06
"20535","medical",2009,3.5e+07
"20536","medical",2010,2800000
"20537","advertising",2008,4e+06
"20538","software",2008,5700000
"20539","medical",2009,10300000
"20540","advertising",2009,7e+06
"20541","health",2009,3300000
"20542","enterprise",2009,750000
"20543","games_video",2007,4200000
"20544","web",2009,5300000
"20545","software",2009,3600000
"20546","enterprise",2010,1500000
"20547","software",2006,6e+06
"20548","enterprise",2010,5e+06
"20549","enterprise",2006,4300000
"20550","software",2010,1100000
"20551","software",2010,2e+06
"20552","hardware",2010,7500000
"20553","finance",2011,6e+06
"20554","hardware",2011,5e+06
"20555","advertising",2011,1e+07
"20556","health",2011,1.1e+07
"20557","enterprise",2011,2e+06
"20558","advertising",2008,6e+06
"20559","advertising",2010,1500000
"20560","advertising",2011,3.3e+07
"20561","advertising",2012,5e+06
"20562","software",2012,1500000
"20563","enterprise",2012,21600000
"20564","hardware",2012,5e+06
"20565","software",2013,4e+06
"20566","mobile",2007,7e+06
"20567","finance",2000,1e+08
"20568","advertising",2008,1e+07
"20569","advertising",2008,1.3e+07
"20570","advertising",2010,1.1e+07
"20571","education",2012,2.6e+07
"20572","hardware",2008,5e+06
"20573","sports",2007,1500000
"20574","sports",2008,3500000
"20575","software",2009,1e+06
"20576","music",2010,7e+06
"20577","software",2006,12700000
"20578","enterprise",2010,8e+05
"20579","sports",2011,2.2e+07
"20580","enterprise",2011,4500000
"20581","web",2011,NA
"20582","ecommerce",2012,2600000
"20583","enterprise",2013,1.5e+07
"20584","ecommerce",2013,3e+06
"20585","advertising",2000,2e+06
"20586","advertising",2001,2e+07
"20587","advertising",2000,2e+07
"20588","enterprise",2002,3e+06
"20589","hardware",2005,32100000
"20590","hardware",2008,2e+07
"20591","finance",2007,4700000
"20592","finance",2008,1.2e+07
"20593","hardware",2008,12500000
"20594","software",2007,10250000
"20595","software",2006,NA
"20596","software",2009,11600000
"20597","medical",2009,3.5e+07
"20598","biotech",2009,6e+06
"20599","medical",2009,2e+07
"20600","medical",2007,3e+07
"20601","software",2009,7200000
"20602","biotech",2009,8e+06
"20603","biotech",2007,3e+06
"20604","software",2008,15600000
"20605","software",2010,8e+06
"20606","biotech",2010,5e+06
"20607","software",2006,2.4e+07
"20608","software",2006,2.4e+07
"20609","software",2010,3500000
"20610","software",2004,5600000
"20611","software",2006,4e+06
"20612","software",2010,1.6e+07
"20613","semiconductor",2006,3200000
"20614","software",2010,2800000
"20615","network_hosting",2005,1.8e+07
"20616","software",2005,20100000
"20617","software",2005,1.1e+07
"20618","biotech",2010,2e+07
"20619","health",2011,4e+06
"20620","biotech",2011,6700000
"20621","biotech",2011,1.5e+08
"20622","health",2011,18600000
"20623","software",2011,1.3e+07
"20624","software",2012,3e+06
"20625","medical",2012,1.6e+07
"20626","software",2012,2e+06
"20627","software",2012,6e+05
"20628","health",2013,1.1e+07
"20629","ecommerce",2013,6500000
"20630","health",2013,1.5e+07
"20631","software",2013,4300000
"20632","mobile",2003,3200000
"20633","mobile",2004,13600000
"20634","biotech",2006,NA
"20635","biotech",2005,4200000
"20636","hospitality",2012,1e+07
"20637","hospitality",2013,7500000
"20638","web",2013,6300000
"20639","software",2013,2800000
"20640","web",2013,2100000
"20641","cleantech",2010,6600000
"20642","web",2000,5.5e+07
"20643","biotech",2012,5500000
"20644","biotech",2008,NA
"20645","mobile",2008,3720000
"20646","games_video",2009,14400000
"20647","mobile",2006,4e+06
"20648","analytics",2013,NA
"20649","enterprise",2011,5e+05
"20650","social",2008,5e+06
"20651","software",2007,22500000
"20652","software",2007,10150000
"20653","biotech",2007,3.3e+07
"20654","software",2006,7e+06
"20655","public_relations",2006,1e+07
"20656","biotech",2011,3e+07
"20657","biotech",2012,1.5e+07
"20658","consulting",2012,2500000
"20659","software",2012,1500000
"20660","finance",2012,5e+06
"20661","health",2012,7e+06
"20662","software",2013,3e+06
"20663","software",2013,3e+06
"20664","biotech",2013,2e+06
"20665","semiconductor",2013,5e+06
"20666","software",2008,1e+07
"20667","security",2008,7e+06
"20668","network_hosting",2008,2.5e+07
"20669","software",2009,5e+06
"20670","network_hosting",2008,1e+07
"20671","cleantech",2008,12400000
"20672","mobile",2008,5e+06
"20673","enterprise",2007,4500000
"20674","network_hosting",2009,1.7e+07
"20675","web",2009,1e+06
"20676","semiconductor",2010,1.1e+07
"20677","semiconductor",2007,17500000
"20678","public_relations",2006,1.3e+07
"20679","network_hosting",2005,2.5e+07
"20680","mobile",2005,1e+07
"20681","public_relations",2005,8700000
"20682",NA,2005,8500000
"20683","software",2005,6e+06
"20684","mobile",2011,8500000
"20685","transportation",2011,3e+07
"20686","enterprise",2012,7e+06
"20687","software",2012,5400000
"20688","travel",2013,1e+06
"20689","social",2007,6e+07
"20690","social",2008,6e+07
"20691","software",2009,15500000
"20692","social",2010,2e+06
"20693","software",2010,8e+06
"20694","mobile",2011,4e+06
"20695","web",2011,5500000
"20696","hardware",2011,3e+06
"20697","web",2012,6200000
"20698","travel",2011,1e+06
"20699","mobile",2012,1e+07
"20700","analytics",2012,1.2e+07
"20701","mobile",2012,1500000
"20702","advertising",2012,7e+06
"20703","advertising",2013,6400000
"20704","mobile",2013,1e+07
"20705","mobile",2011,2500000
"20706","mobile",2013,3e+06
"20707","enterprise",2013,6500000
"20708","semiconductor",2007,1e+07
"20709","network_hosting",2008,2.5e+07
"20710","hardware",2007,6e+06
"20711","hardware",2009,1.6e+07
"20712","software",2005,1.2e+07
"20713","network_hosting",2005,2.5e+07
"20714","software",2006,2200000
"20715","biotech",2006,2.1e+07
"20716","software",2011,NA
"20717",NA,2013,5e+05
"20718","software",2013,NA
"20719","software",2011,2700000
"20720","games_video",2007,NA
"20721","software",2006,8700000
"20722","cleantech",2008,1.31e+08
"20723","cleantech",2008,3e+07
"20724","biotech",2010,2e+06
"20725","web",2008,9e+05
"20726","mobile",2012,NA
"20727","biotech",2009,2800000
"20728","finance",2007,585000
"20729","public_relations",2010,2350000
"20730","semiconductor",2006,11300000
"20731","software",2010,1900000
"20732","music",2011,1250000
"20733","analytics",2011,2500000
"20734","search",2011,3e+06
"20735","analytics",2012,1100000
"20736","enterprise",2013,2e+06
"20737","biotech",2012,750000
"20738","mobile",2012,20000
"20739","health",2012,20000
"20740","health",2012,20000
"20741","nonprofit",2012,20000
"20742","analytics",2012,20000
"20743","fashion",2012,20000
"20744","web",2008,6.5e+07
"20745","ecommerce",2008,2.7e+07
"20746","web",2010,5e+07
"20747","ecommerce",2010,2e+07
"20748","web",2013,2.5e+07
"20749","biotech",2010,11500000
"20750","biotech",2010,1e+06
"20751","biotech",2010,14900000
"20752","cleantech",2008,48190000
"20753","biotech",2009,9350000
"20754","biotech",2007,13950000
"20755","advertising",2011,5e+06
"20756","manufacturing",2008,101800000
"20757","manufacturing",2009,6e+07
"20758","cleantech",2008,7.5e+07
"20759","cleantech",2011,51600000
"20760","cleantech",2011,43700000
"20761","cleantech",2012,7100000
"20762","manufacturing",2013,6e+06
"20763","web",2010,4e+05
"20764","analytics",2010,1150000
"20765","web",2012,910000
"20766","software",2006,1.5e+07
"20767","enterprise",2006,9e+06
"20768","enterprise",2008,1.6e+07
"20769","analytics",2007,5e+06
"20770","analytics",2009,1e+07
"20771","software",2008,3500000
"20772","finance",2007,4920000
"20773","enterprise",2011,1e+07
"20774","enterprise",2011,5e+06
"20775","finance",2013,3300000
"20776","software",2005,8500000
"20777","network_hosting",2007,2.2e+07
"20778","enterprise",2006,4e+06
"20779","enterprise",2007,12500000
"20780","software",2005,4e+06
"20781","software",2007,10750000
"20782","software",2006,11300000
"20783","software",2007,3.4e+07
"20784","other",2006,1500000
"20785","other",2008,8e+06
"20786","web",1998,3e+06
"20787","other",2007,5e+06
"20788","software",2007,2600000
"20789","software",2008,4.6e+07
"20790","software",2008,2e+07
"20791","software",2008,4500000
"20792","mobile",2008,1e+06
"20793","enterprise",2007,4e+06
"20794","software",2007,1e+07
"20795","software",2007,3500000
"20796","security",2007,1.2e+07
"20797","software",2006,4200000
"20798","software",2008,1.2e+07
"20799","software",2008,1.5e+07
"20800","public_relations",2007,1.5e+07
"20801","web",2007,2e+06
"20802","web",2008,6e+06
"20803","enterprise",2005,1.7e+07
"20804","enterprise",2008,1.2e+07
"20805","software",2008,5e+06
"20806","software",2009,7e+06
"20807","software",2008,1.2e+07
"20808","security",2005,5e+06
"20809","advertising",2008,6e+06
"20810","advertising",2009,6e+06
"20811","software",2007,2e+07
"20812","software",2007,11600000
"20813","software",2007,1e+07
"20814","advertising",2008,3e+06
"20815","software",2010,3e+06
"20816","web",2006,9150000
"20817","software",2006,8e+06
"20818","enterprise",2006,7e+06
"20819","enterprise",2010,1.2e+07
"20820","software",2006,4e+06
"20821","analytics",2010,5e+06
"20822","security",2006,8e+06
"20823","software",2006,8e+06
"20824",NA,2006,6500000
"20825","software",2005,1.5e+07
"20826","security",2005,1.5e+07
"20827","software",2005,1e+07
"20828","software",2005,8e+06
"20829","security",2008,5500000
"20830","software",2005,3500000
"20831","enterprise",2005,1.2e+07
"20832","enterprise",2009,5e+06
"20833","software",2010,11600000
"20834","software",2010,2500000
"20835","enterprise",2011,8600000
"20836","advertising",2011,6500000
"20837","mobile",2005,NA
"20838","enterprise",2011,27200000
"20839","advertising",2011,1.2e+07
"20840","mobile",2011,4e+06
"20841","enterprise",2011,4500000
"20842","network_hosting",2011,2e+06
"20843","analytics",2011,6e+06
"20844","software",2011,3600000
"20845","enterprise",2012,1.2e+07
"20846","enterprise",2012,2.6e+07
"20847","advertising",2012,8e+06
"20848","enterprise",2012,1e+07
"20849","software",2012,2.5e+07
"20850","mobile",2012,1.1e+07
"20851","network_hosting",2012,10700000
"20852","enterprise",2012,4e+06
"20853","enterprise",2013,3.5e+07
"20854","enterprise",2013,8e+06
"20855","enterprise",2013,3.7e+07
"20856","software",2011,1e+07
"20857","enterprise",2013,2.2e+07
"20858","biotech",2012,3.7e+07
"20859","software",2007,6500000
"20860","security",2007,8020000
"20861","software",2007,7500000
"20862","mobile",2007,1.2e+07
"20863","software",2006,19300000
"20864","software",2006,5060000
"20865","mobile",2006,4500000
"20866","semiconductor",2007,1.6e+07
"20867","software",2010,1.5e+07
"20868","software",2005,1.3e+07
"20869","mobile",2005,1e+07
"20870","software",2005,3e+06
"20871","biotech",2011,2.5e+07
"20872","hardware",2005,2e+06
"20873","manufacturing",2010,5e+06
"20874","public_relations",2005,1.6e+07
"20875","manufacturing",2010,5e+06
"20876","enterprise",2011,NA
"20877","medical",2013,NA
"20878","semiconductor",2010,2400000
"20879","mobile",2011,NA
"20880","software",2013,1e+06
"20881","semiconductor",2013,1e+07
"20882","enterprise",2013,2250000
"20883","public_relations",2005,1.3e+07
"20884","games_video",2003,NA
"20885","ecommerce",2007,NA
"20886","web",2007,2600000
"20887","web",2008,6e+06
"20888","analytics",2009,1e+06
"20889","software",2009,1e+06
"20890","analytics",2010,1500000
"20891","ecommerce",2010,510000
"20892","games_video",2011,1400000
"20893","ecommerce",2011,1e+06
"20894","security",2011,1e+06
"20895","finance",2011,1e+06
"20896","mobile",2011,NA
"20897","analytics",2011,3250000
"20898","cleantech",2011,1300000
"20899","consulting",2011,1500000
"20900","games_video",2012,3200000
"20901","games_video",2012,3200000
"20902","analytics",2012,1200000
"20903","security",2012,5250000
"20904","health",2012,8e+06
"20905","software",2012,2e+06
"20906","enterprise",2013,1400000
"20907","software",2013,750000
"20908","analytics",2012,1400000
"20909","games_video",2012,3200000
"20910","games_video",2012,3200000
"20911","analytics",2012,1200000
"20912","software",2012,2e+06
"20913","software",2013,1e+06
"20914","enterprise",2013,5e+05
"20915","software",2013,750000
"20916","education",2013,2e+06
"20917","enterprise",2013,2e+06
"20918","real_estate",2013,1395000
"20919","software",2006,11500000
"20920","public_relations",2005,1.1e+07
"20921","news",2006,1e+07
"20922","news",2005,5e+06
"20923","mobile",2005,7e+06
"20924","public_relations",2000,3e+07
"20925","public_relations",2002,5e+06
"20926","music",2006,1.5e+07
"20927","games_video",2005,2e+06
"20928","enterprise",2012,5600000
"20929","web",2007,5e+06
"20930","games_video",2009,NA
"20931","web",2009,5e+05
"20932","analytics",2010,1500000
"20933","games_video",2011,1400000
"20934","software",2011,1100000
"20935","web",2011,22600000
"20936","enterprise",2011,5e+06
"20937","analytics",2011,3250000
"20938","cleantech",2011,1300000
"20939","games_video",2012,3200000
"20940","health",2012,2700000
"20941","enterprise",2012,1.5e+07
"20942","games_video",2012,3200000
"20943","games_video",2012,7e+05
"20944","mobile",2012,950000
"20945","analytics",2012,1200000
"20946","health",2012,8e+06
"20947","games_video",2012,9e+05
"20948","software",2012,4e+06
"20949","advertising",2013,2e+06
"20950","software",2012,6800000
"20951","software",2013,750000
"20952","software",2012,4e+05
"20953","cleantech",2012,NA
"20954","cleantech",2013,1e+07
"20955","cleantech",2008,10500000
"20956","cleantech",2010,3.8e+07
"20957","cleantech",2010,8500000
"20958","cleantech",2011,1.6e+07
"20959","cleantech",2011,1.1e+07
"20960","cleantech",2011,4400000
"20961","cleantech",2011,1.4e+07
"20962","cleantech",2012,3.1e+07
"20963","other",2012,3.2e+07
"20964","mobile",2008,350000
"20965","web",2009,1e+05
"20966","software",2012,1300000
"20967","education",2012,4e+05
"20968",NA,2013,5e+05
"20969","advertising",2010,5e+06
"20970","advertising",2012,1e+07
"20971","security",2010,5e+05
"20972","mobile",2010,1e+06
"20973","enterprise",2010,8e+05
"20974","advertising",2010,2500000
"20975","analytics",2010,2500000
"20976","web",2010,1300000
"20977","advertising",2010,2300000
"20978","enterprise",2010,2900000
"20979","advertising",2010,1700000
"20980","security",2010,3e+06
"20981","mobile",2011,5e+06
"20982","advertising",2011,1630000
"20983","mobile",2011,1e+06
"20984","social",2011,3e+06
"20985","analytics",2009,2200000
"20986","analytics",2011,6e+06
"20987","web",2011,6e+06
"20988","education",2011,1e+06
"20989","enterprise",2011,1e+07
"20990","finance",2011,2.4e+07
"20991","security",2011,1e+07
"20992","mobile",2011,4200000
"20993","education",2012,5e+06
"20994","analytics",2012,6500000
"20995","analytics",2012,1700000
"20996","analytics",2012,925000
"20997","advertising",2012,9e+06
"20998","mobile",2012,2500000
"20999","social",2010,3500000
"21000","advertising",2012,7e+06
"21001","analytics",2012,1.5e+07
"21002","analytics",2010,6700000
"21003","analytics",2012,1.2e+07
"21004","software",2011,NA
"21005","analytics",2012,3e+06
"21006","fashion",2012,4e+06
"21007","social",2012,1500000
"21008","nonprofit",2012,3200000
"21009","software",2012,6200000
"21010","software",2012,2e+06
"21011","web",2012,565000
"21012","health",2013,8e+06
"21013","security",2012,5300000
"21014","health",2012,2e+06
"21015","mobile",2013,6750000
"21016","web",2013,3e+06
"21017","social",2013,6e+06
"21018","network_hosting",2013,3205800
"21019","education",2012,NA
"21020","web",2008,950000
"21021","web",2009,4e+06
"21022","network_hosting",2005,12100000
"21023","enterprise",2012,1.2e+07
"21024","analytics",2012,415000
"21025","software",2012,9e+05
"21026","analytics",2013,6e+05
"21027",NA,2012,NA
"21028","software",2013,NA
"21029","software",2005,5e+06
"21030","security",2013,1600000
"21031","software",2013,4.5e+08
"21032","software",2013,NA
"21033","software",2013,3.7e+07
"21034","games_video",2013,2.5e+07
"21035","semiconductor",2006,2.5e+07
"21036","health",2011,6500000
"21037","semiconductor",2008,16700000
"21038","analytics",2009,8300000
"21039","semiconductor",2007,2.8e+07
"21040","software",2006,1.8e+07
"21041","security",2007,2500000
"21042","semiconductor",2006,1.8e+07
"21043","semiconductor",2005,2e+07
"21044","analytics",2011,12338500
"21045","hardware",2011,6e+06
"21046","software",2012,11500000
"21047","messaging",2007,5350000
"21048","software",2008,2750000
"21049","software",2009,6500000
"21050","mobile",2009,2e+06
"21051","enterprise",2008,2e+06
"21052","sports",2010,1300000
"21053","software",2010,325000
"21054","sports",2011,4e+06
"21055","security",2012,4e+05
"21056","messaging",2006,5e+05
"21057","analytics",2010,1300000
"21058","analytics",2011,4e+06
"21059","security",2013,1800000
"21060","web",2006,8500000
"21061","consulting",2007,1e+07
"21062","ecommerce",2000,3.5e+07
"21063","ecommerce",1999,1.6e+07
"21064","ecommerce",1999,3e+07
"21065","web",2005,1e+07
"21066","cleantech",2008,1.3e+08
"21067","cleantech",2008,7e+06
"21068","cleantech",2007,9500000
"21069","software",2008,15600000
"21070","cleantech",2008,5e+07
"21071","software",2009,NA
"21072","automotive",2008,2.4e+07
"21073","software",2008,13880000
"21074","mobile",2010,1e+06
"21075","software",2010,6e+06
"21076","software",2005,1e+07
"21077","travel",2011,3e+05
"21078","web",2011,425000
"21079","social",2011,5e+05
"21080","fashion",2012,2e+06
"21081","web",2013,6e+05
"21082","software",2013,NA
"21083","semiconductor",2009,4e+06
"21084","mobile",2008,6.6e+07
"21085","software",2006,378000
"21086","games_video",2011,2e+07
"21087","web",2011,1e+06
"21088","semiconductor",2006,1.2e+07
"21089","semiconductor",2005,15400000
"21090","advertising",2006,NA
"21091","web",2008,750000
"21092","mobile",2008,6e+06
"21093","advertising",2009,6e+06
"21094","mobile",2009,7500000
"21095","search",2009,4600000
"21096","games_video",2006,1.3e+07
"21097","advertising",2010,6800000
"21098","semiconductor",2007,1.4e+07
"21099","games_video",2007,6e+06
"21100","advertising",2006,2e+06
"21101","music",2010,4300000
"21102","semiconductor",2005,3e+07
"21103","advertising",2010,1.8e+07
"21104","music",2010,6300000
"21105","games_video",2011,2e+07
"21106","software",2011,1e+07
"21107","games_video",2011,7e+06
"21108","enterprise",2011,1e+07
"21109","analytics",2011,1.1e+07
"21110","mobile",2011,NA
"21111","games_video",2011,3500000
"21112","ecommerce",2011,5500000
"21113","software",2011,4e+06
"21114","enterprise",2012,4e+06
"21115","software",2012,2400000
"21116","enterprise",2012,8500000
"21117","mobile",2013,NA
"21118","local",2007,18500000
"21119","mobile",2013,3800000
"21120","games_video",2013,2400000
"21121","software",2013,NA
"21122","social",2012,NA
"21123","other",2013,8e+06
"21124","ecommerce",2012,5600000
"21125","enterprise",2013,5e+06
"21126","enterprise",2013,13500000
"21127","health",2006,1.8e+07
"21128","security",2007,2500000
"21129","security",2007,2500000
"21130","web",2006,2.6e+07
"21131","advertising",2009,6e+06
"21132","software",2007,7e+06
"21133","games_video",2007,6e+06
"21134","games_video",2011,7e+06
"21135","advertising",2008,1.5e+07
"21136","advertising",2009,5e+06
"21137","software",2006,1200000
"21138","games_video",2007,6e+06
"21139","analytics",2007,3500000
"21140","web",2008,3250000
"21141","analytics",2009,1.2e+07
"21142","analytics",2006,4e+06
"21143","cleantech",2008,15909100
"21144","web",2006,2200000
"21145","analytics",2010,8080000
"21146","cleantech",2006,16960050
"21147","software",2005,1.5e+07
"21148","software",2011,7e+06
"21149","advertising",2011,9500000
"21150","cleantech",2011,29500000
"21151","enterprise",2011,1300000
"21152","enterprise",2013,3e+06
"21153","software",2013,2.2e+07
"21154","cleantech",2013,43744400
"21155","software",2012,3300000
"21156","games_video",2012,1500000
"21157","games_video",2012,3e+06
"21158","cleantech",2013,3369900
"21159","ecommerce",2013,7e+06
"21160","security",2008,NA
"21161","mobile",2008,NA
"21162","games_video",2008,5600000
"21163","mobile",2011,9500000
"21164","security",2011,5e+07
"21165","semiconductor",2006,7750000
"21166","mobile",2006,3e+07
"21167","mobile",2005,3e+06
"21168","hardware",2004,16500000
"21169","public_relations",2006,4050000
"21170","semiconductor",2005,13500000
"21171","enterprise",2010,4e+06
"21172","enterprise",2012,1e+07
"21173","software",2013,350000
"21174","games_video",2007,5700000
"21175","search",2005,19500000
"21176","search",2006,1.8e+07
"21177","search",2005,8e+06
"21178","search",2004,2500000
"21179","legal",2007,1e+07
"21180","search",2007,1250000
"21181","analytics",2007,1.2e+07
"21182","software",2006,1e+07
"21183","software",2007,12400000
"21184","games_video",2007,5e+07
"21185","software",2007,2.5e+07
"21186","software",2007,7400000
"21187","software",2008,5900000
"21188","advertising",2007,9800000
"21189","search",2008,7e+06
"21190","advertising",2008,1e+07
"21191","software",2009,1e+07
"21192","mobile",2008,2.8e+07
"21193","analytics",2008,1.6e+07
"21194","games_video",2005,9400000
"21195","games_video",2008,2e+07
"21196","enterprise",2006,7e+06
"21197","hardware",2008,2.5e+07
"21198","mobile",2007,1.5e+07
"21199","enterprise",2007,6e+06
"21200","consulting",2009,5500000
"21201","mobile",2009,1e+07
"21202","enterprise",2009,7e+06
"21203","software",2009,5e+06
"21204","analytics",2009,6e+06
"21205","analytics",2008,1.1e+07
"21206","other",2008,2.7e+07
"21207","software",2008,8750000
"21208","public_relations",2009,1200000
"21209","enterprise",2009,1300000
"21210","biotech",2009,2e+06
"21211","web",2009,2e+06
"21212","cleantech",2008,1.8e+07
"21213","analytics",2010,2.2e+07
"21214","enterprise",2007,1e+07
"21215","games_video",2007,7900000
"21216","security",2008,1.1e+07
"21217","security",2004,1.1e+07
"21218","security",2010,2.3e+07
"21219","security",2003,4500000
"21220","public_relations",2007,8e+06
"21221","legal",2010,1e+07
"21222","games_video",2006,9050000
"21223","software",2006,4.2e+07
"21224","software",2006,2e+07
"21225","network_hosting",2006,12500000
"21226","software",2006,11500000
"21227","software",2006,1e+07
"21228","software",2006,9e+06
"21229","mobile",2006,7300000
"21230","software",2006,7e+06
"21231","software",2006,2e+07
"21232","ecommerce",2010,1e+06
"21233","mobile",2006,4e+07
"21234","enterprise",2010,1e+07
"21235","software",2005,9500000
"21236","mobile",2010,9e+06
"21237","software",2005,9100000
"21238","security",2005,8e+06
"21239","software",2005,5e+06
"21240","public_relations",2005,5500000
"21241","enterprise",2010,1.3e+07
"21242","network_hosting",2005,8700000
"21243","software",2010,2.7e+07
"21244","enterprise",2009,3500000
"21245","enterprise",2010,1e+07
"21246","enterprise",2011,1800000
"21247","travel",2011,4200000
"21248","web",2011,3300000
